"FrameID"	"Accession1"	"Accession2"
GDQC-14724	"Zm00001d029581_T001.1"	
GDQC-8458	"Zm00001d029582_T001.1"	
GDQC-13362	"Zm00001d029594_T001.1"	
GDQC-12764	"Zm00001d029604_T001.1"	
GDQC-8110	"Zm00001d029613_T001.1"	
GDQC-13974	"Zm00001d029619_T001.1"	
GDQC-14411	"Zm00001d029620_T001.1"	
GDQC-8871	"Zm00001d029626_T005.1"	
GDQC-11157	"Zm00001d029632_T002.1"	
GDQC-14347	"Zm00001d029636_T001.1"	
GDQC-13430	"Zm00001d029646_T020.1"	
GDQC-14728	"Zm00001d029648_T001.1"	
GDQC-13167	"Zm00001d029652_T001.1"	
GDQC-8166	"Zm00001d029654_T003.1"	
GDQC-11119	"Zm00001d029662_T001.1"	
GDQC-11060	"Zm00001d029663_T001.1"	
GDQC-10378	"Zm00001d029682_T001.1"	
GDQC-14457	"Zm00001d029683_T001.1"	
GDQC-7768	"Zm00001d029684_T001.1"	
GDQC-8708	"Zm00001d029688_T003.1"	
GDQC-13733	"Zm00001d029696_T003.1"	
GDQC-8056	"Zm00001d029699_T002.1"	
GDQC-13469	"Zm00001d029700_T001.1"	
GDQC-8526	"Zm00001d029701_T001.1"	
GDQC-7737	"Zm00001d029702_T001.1"	
GDQC-13516	"Zm00001d029703_T001.1"	
GDQC-7945	"Zm00001d029704_T001.1"	
GDQC-12039	"Zm00001d029706_T001.1"	
GDQC-10200	"Zm00001d029707_T001.1"	
GDQC-8888	"Zm00001d029708_T001.1"	
GDQC-14656	"Zm00001d029714_T001.1"	
GDQC-12130	"Zm00001d029715_T001.1"	
GDQC-9086	"Zm00001d029719_T002.1"	
GDQC-13446	"Zm00001d029723_T001.1"	
GDQC-10729	"Zm00001d029732_T001.1"	
GDQC-8777	"Zm00001d029734_T001.1"	
GDQC-12284	"Zm00001d029744_T001.1"	
GDQC-15090	"Zm00001d029745_T003.1"	
GDQC-13923	"Zm00001d029747_T001.1"	
GDQC-14475	"Zm00001d029793_T001.1"	
GDQC-12181	"Zm00001d029794_T001.1"	
GDQC-14598	"Zm00001d029799_T002.1"	
GDQC-14785	"Zm00001d029801_T002.1"	
GDQC-10796	"Zm00001d029810_T001.1"	
GDQC-12867	"Zm00001d029812_T001.1"	
GDQC-9020	"Zm00001d029814_T001.1"	
GDQC-12493	"Zm00001d029822_T001.1"	
GDQC-12183	"Zm00001d029840_T003.1"	
GDQC-12845	"Zm00001d029848_T002.1"	
GDQC-10220	"Zm00001d029853_T001.1"	
GDQC-10125	"Zm00001d029860_T001.1"	
GDQC-8433	"Zm00001d029861_T002.1"	
GDQC-10317	"Zm00001d029862_T001.1"	
GDQC-13944	"Zm00001d029865_T001.1"	
GDQC-7785	"Zm00001d029874_T001.1"	
GDQC-11316	"Zm00001d029901_T005.1"	
GDQC-8942	"Zm00001d029902_T001.1"	
GDQC-8993	"Zm00001d029908_T007.1"	
GDQC-10033	"Zm00001d029922_T001.1"	
GDQC-13637	"Zm00001d029924_T001.1"	
GDQC-12412	"Zm00001d029927_T001.1"	
GDQC-12003	"Zm00001d029932_T001.1"	
GDQC-10767	"Zm00001d029933_T001.1"	
GDQC-9491	"Zm00001d029955_T001.1"	
GDQC-10841	"Zm00001d029958_T001.1"	
GDQC-8078	"Zm00001d029959_T001.1"	
GDQC-8819	"Zm00001d029968_T001.1"	
GDQC-9887	"Zm00001d029979_T001.1"	
GDQC-10099	"Zm00001d029983_T001.1"	
GDQC-12294	"Zm00001d030002_T002.1"	
GDQC-15095	"Zm00001d030005_T002.1"	
GDQC-10150	"Zm00001d030009_T001.1"	
GDQC-9204	"Zm00001d030012_T002.1"	
GDQC-13527	"Zm00001d030020_T001.1"	
GDQC-11394	"Zm00001d030034_T001.1"	
GDQC-12013	"Zm00001d030035_T001.1"	
GDQC-7822	"Zm00001d030043_T002.1"	
GDQC-10353	"Zm00001d030046_T001.1"	
GDQC-7655	"Zm00001d030048_T001.1"	
GDQC-10035	"Zm00001d030059_T001.1"	
GDQC-10106	"Zm00001d030077_T001.1"	
GDQC-11862	"Zm00001d030083_T001.1"	
GDQC-9844	"Zm00001d030090_T001.1"	
GDQC-10259	"Zm00001d030103_T001.1"	
GDQC-8105	"Zm00001d030117_T006.1"	
GDQC-12346	"Zm00001d030121_T001.1"	
GDQC-9334	"Zm00001d030131_T001.1"	
GDQC-14971	"Zm00001d030132_T002.1"	
GDQC-7818	"Zm00001d030138_T001.1"	
GDQC-8731	"Zm00001d030147_T001.1"	
GDQC-14001	"Zm00001d030162_T001.1"	
GDQC-14410	"Zm00001d030165_T001.1"	
GDQC-10119	"Zm00001d030172_T004.1"	
GDQC-9816	"Zm00001d030174_T001.1"	
GDQC-8865	"Zm00001d030194_T001.1"	
GDQC-10412	"Zm00001d030199_T002.1"	
GDQC-10923	"Zm00001d030214_T001.1"	
GDQC-11094	"Zm00001d030216_T001.1"	
GDQC-8471	"Zm00001d030220_T001.1"	
GDQC-11713	"Zm00001d030223_T001.1"	
GDQC-13356	"Zm00001d030240_T001.1"	
GDQC-10715	"Zm00001d030248_T001.1"	
GDQC-14123	"Zm00001d030253_T001.1"	
GDQC-11600	"Zm00001d030256_T004.1"	
GDQC-13155	"Zm00001d030266_T025.1"	
GDQC-14807	"Zm00001d030269_T001.1"	
GDQC-13622	"Zm00001d030270_T001.1"	
GDQC-9293	"Zm00001d030274_T001.1"	
GDQC-7711	"Zm00001d030275_T001.1"	
GDQC-11637	"Zm00001d030276_T001.1"	
GDQC-14964	"Zm00001d030277_T001.1"	
GDQC-9022	"Zm00001d030282_T007.1"	
GDQC-11319	"Zm00001d030285_T003.1"	
GDQC-13809	"Zm00001d030295_T001.1"	
GDQC-12651	"Zm00001d030299_T001.1"	
GDQC-10781	"Zm00001d030306_T005.1"	
GDQC-11814	"Zm00001d030328_T001.1"	
GDQC-10080	"Zm00001d030343_T001.1"	
GDQC-10221	"Zm00001d030347_T001.1"	
GDQC-13144	"Zm00001d030348_T001.1"	
GDQC-14935	"Zm00001d030361_T001.1"	
GDQC-8602	"Zm00001d030369_T001.1"	
GDQC-12580	"Zm00001d030372_T001.1"	
GDQC-13827	"Zm00001d030373_T003.1"	
GDQC-12789	"Zm00001d030396_T001.1"	
GDQC-11743	"Zm00001d030412_T001.1"	
GDQC-13180	"Zm00001d030465_T001.1"	
GDQC-10634	"Zm00001d030468_T001.1"	
GDQC-11369	"Zm00001d030470_T001.1"	
GDQC-9329	"Zm00001d030471_T002.1"	
GDQC-11009	"Zm00001d030482_T001.1"	
GDQC-10600	"Zm00001d030494_T001.1"	
GDQC-8331	"Zm00001d030506_T001.1"	
GDQC-8967	"Zm00001d030523_T001.1"	
GDQC-11545	"Zm00001d030533_T003.1"	
GDQC-12814	"Zm00001d030534_T001.1"	
GDQC-12664	"Zm00001d030540_T001.1"	
GDQC-10283	"Zm00001d030542_T001.1"	
GDQC-11947	"Zm00001d030544_T001.1"	
GDQC-12582	"Zm00001d030548_T001.1"	
GDQC-11625	"Zm00001d030549_T001.1"	
GDQC-7870	"Zm00001d030557_T001.1"	
GDQC-8114	"Zm00001d030559_T001.1"	
GDQC-14611	"Zm00001d030562_T001.1"	
GDQC-10460	"Zm00001d030583_T001.1"	
GDQC-13581	"Zm00001d030591_T001.1"	
GDQC-11019	"Zm00001d030595_T001.1"	
GDQC-11884	"Zm00001d030613_T001.1"	
GDQC-7730	"Zm00001d030622_T001.1"	
GDQC-11860	"Zm00001d030638_T001.1"	
GDQC-13463	"Zm00001d030643_T001.1"	
GDQC-10711	"Zm00001d030654_T001.1"	
GDQC-12836	"Zm00001d030670_T001.1"	
GDQC-13883	"Zm00001d030674_T001.1"	
GDQC-10445	"Zm00001d030677_T004.1"	
GDQC-8637	"Zm00001d030685_T001.1"	
GDQC-8788	"Zm00001d030701_T001.1"	
GDQC-9866	"Zm00001d030707_T001.1"	
GDQC-8538	"Zm00001d030712_T001.1"	
GDQC-11789	"Zm00001d030720_T002.1"	
GDQC-15147	"Zm00001d030726_T001.1"	
GDQC-13261	"Zm00001d030738_T001.1"	
GDQC-13739	"Zm00001d030761_T001.1"	
GDQC-13388	"Zm00001d030770_T003.1"	
GDQC-14855	"Zm00001d030790_T001.1"	
GDQC-14286	"Zm00001d030791_T005.1"	
GDQC-8996	"Zm00001d030802_T001.1"	
GDQC-12488	"Zm00001d030813_T001.1"	
GDQC-9197	"Zm00001d030814_T001.1"	
GDQC-14904	"Zm00001d030818_T001.1"	
GDQC-11764	"Zm00001d030819_T005.1"	
GDQC-14918	"Zm00001d030821_T001.1"	
GDQC-11215	"Zm00001d030822_T001.1"	
GDQC-11896	"Zm00001d030824_T001.1"	
GDQC-12594	"Zm00001d030831_T001.1"	
GDQC-10203	"Zm00001d030845_T001.1"	
GDQC-11078	"Zm00001d030851_T001.1"	
GDQC-8224	"Zm00001d030856_T001.1"	
GDQC-11042	"Zm00001d030859_T001.1"	
GDQC-8886	"Zm00001d030863_T006.1"	
GDQC-12954	"Zm00001d030870_T001.1"	
GDQC-12177	"Zm00001d030871_T001.1"	
GDQC-12513	"Zm00001d030877_T001.1"	
GDQC-12334	"Zm00001d030893_T004.1"	
GDQC-9068	"Zm00001d030895_T001.1"	
GDQC-10130	"Zm00001d030900_T001.1"	
GDQC-14993	"Zm00001d030916_T001.1"	
GDQC-10915	"Zm00001d030927_T001.1"	
GDQC-12533	"Zm00001d030944_T001.1"	
GDQC-14699	"Zm00001d030951_T002.1"	
GDQC-12335	"Zm00001d030962_T001.1"	
GDQC-9534	"Zm00001d030967_T002.1"	
GDQC-9189	"Zm00001d030975_T001.1"	
GDQC-8237	"Zm00001d030976_T001.1"	
GDQC-14100	"Zm00001d030987_T001.1"	
GDQC-11082	"Zm00001d030988_T001.1"	
GDQC-11153	"Zm00001d030996_T008.1"	
GDQC-11762	"Zm00001d031013_T002.1"	
GDQC-9358	"Zm00001d031019_T005.1"	
GDQC-8447	"Zm00001d031024_T002.1"	
GDQC-8990	"Zm00001d031026_T001.1"	
GDQC-14968	"Zm00001d031037_T001.1"	
GDQC-13044	"Zm00001d031053_T001.1"	
GDQC-11026	"Zm00001d031055_T001.1"	
GDQC-13093	"Zm00001d031060_T001.1"	
GDQC-10481	"Zm00001d031066_T001.1"	
GDQC-7847	"Zm00001d031071_T001.1"	
GDQC-11398	"Zm00001d031085_T001.1"	
GDQC-12798	"Zm00001d031086_T001.1"	
GDQC-9038	"Zm00001d031093_T002.1"	
GDQC-10132	"Zm00001d031104_T012.1"	
GDQC-7938	"Zm00001d031127_T001.1"	
GDQC-10472	"Zm00001d031128_T004.1"	
GDQC-14713	"Zm00001d031136_T003.1"	
GDQC-13894	"Zm00001d031137_T001.1"	
GDQC-10650	"Zm00001d031139_T001.1"	
GDQC-10582	"Zm00001d031141_T001.1"	
GDQC-8135	"Zm00001d031149_T001.1"	
GDQC-11832	"Zm00001d031177_T001.1"	
GDQC-13023	"Zm00001d031186_T001.1"	
GDQC-12044	"Zm00001d031203_T001.1"	
GDQC-8186	"Zm00001d031204_T001.1"	
GDQC-8444	"Zm00001d031206_T001.1"	
GDQC-8798	"Zm00001d031208_T001.1"	
GDQC-11224	"Zm00001d031209_T001.1"	
GDQC-11529	"Zm00001d031212_T004.1"	
GDQC-7645	"Zm00001d031220_T001.1"	
GDQC-7931	"Zm00001d031223_T001.1"	
GDQC-11865	"Zm00001d031254_T003.1"	
GDQC-8064	"Zm00001d031264_T001.1"	
GDQC-14012	"Zm00001d031267_T001.1"	
GDQC-15078	"Zm00001d031275_T001.1"	
GDQC-12966	"Zm00001d031300_T003.1"	
GDQC-8357	"Zm00001d031303_T006.1"	
GDQC-8669	"Zm00001d031340_T001.1"	
GDQC-11072	"Zm00001d031341_T001.1"	
GDQC-8533	"Zm00001d031342_T001.1"	
GDQC-13851	"Zm00001d031349_T001.1"	
GDQC-8152	"Zm00001d031361_T001.1"	
GDQC-11878	"Zm00001d031364_T001.1"	
GDQC-13502	"Zm00001d031379_T001.1"	
GDQC-11452	"Zm00001d031402_T001.1"	
GDQC-9332	"Zm00001d031403_T001.1"	
GDQC-11232	"Zm00001d031405_T001.1"	
GDQC-12840	"Zm00001d031412_T004.1"	
GDQC-11942	"Zm00001d031415_T001.1"	
GDQC-9805	"Zm00001d031418_T001.1"	
GDQC-14554	"Zm00001d031428_T001.1"	
GDQC-8511	"Zm00001d031429_T001.1"	
GDQC-10787	"Zm00001d031431_T001.1"	
GDQC-14946	"Zm00001d031434_T001.1"	
GDQC-13471	"Zm00001d031447_T003.1"	
GDQC-13305	"Zm00001d031449_T001.1"	
GDQC-11480	"Zm00001d031453_T001.1"	
GDQC-10139	"Zm00001d031473_T001.1"	
GDQC-13214	"Zm00001d031484_T001.1"	
GDQC-14376	"Zm00001d031488_T002.1"	
GDQC-9379	"Zm00001d031494_T001.1"	
GDQC-9123	"Zm00001d031524_T001.1"	
GDQC-8525	"Zm00001d031543_T005.1"	
GDQC-12093	"Zm00001d031554_T003.1"	
GDQC-9046	"Zm00001d031558_T001.1"	
GDQC-12010	"Zm00001d031559_T001.1"	
GDQC-14280	"Zm00001d031563_T001.1"	
GDQC-11576	"Zm00001d031570_T001.1"	
GDQC-12395	"Zm00001d031571_T001.1"	
GDQC-11936	"Zm00001d031577_T001.1"	
GDQC-15089	"Zm00001d031578_T001.1"	
GDQC-12019	"Zm00001d031602_T002.1"	
GDQC-12349	"Zm00001d031604_T001.1"	
GDQC-11423	"Zm00001d031617_T001.1"	
GDQC-9627	"Zm00001d031621_T003.1"	
GDQC-10741	"Zm00001d031629_T001.1"	
GDQC-10427	"Zm00001d031630_T001.1"	
GDQC-9096	"Zm00001d031633_T001.1"	
GDQC-10042	"Zm00001d031635_T001.1"	
GDQC-14896	"Zm00001d031653_T007.1"	
GDQC-13378	"Zm00001d031659_T001.1"	
GDQC-14880	"Zm00001d031666_T002.1"	
GDQC-12401	"Zm00001d031691_T001.1"	
GDQC-14093	"Zm00001d031704_T001.1"	
GDQC-8295	"Zm00001d031705_T001.1"	
GDQC-12253	"Zm00001d031724_T003.1"	
GDQC-13832	"Zm00001d031726_T001.1"	
GDQC-8467	"Zm00001d031727_T004.1"	
GDQC-8566	"Zm00001d031734_T001.1"	
GDQC-12729	"Zm00001d031739_T001.1"	
GDQC-11677	"Zm00001d031749_T005.1"	
GDQC-12927	"Zm00001d031767_T001.1"	
GDQC-7665	"Zm00001d031769_T001.1"	
GDQC-13087	"Zm00001d031771_T001.1"	
GDQC-9952	"Zm00001d031772_T001.1"	
GDQC-10477	"Zm00001d031777_T001.1"	
GDQC-8520	"Zm00001d031778_T001.1"	
GDQC-14609	"Zm00001d031779_T001.1"	
GDQC-9325	"Zm00001d031780_T001.1"	
GDQC-13284	"Zm00001d031793_T002.1"	
GDQC-14579	"Zm00001d031794_T001.1"	
GDQC-13055	"Zm00001d031801_T001.1"	
GDQC-14271	"Zm00001d031802_T001.1"	
GDQC-12604	"Zm00001d031804_T001.1"	
GDQC-9557	"Zm00001d031805_T001.1"	
GDQC-14923	"Zm00001d031808_T001.1"	
GDQC-12350	"Zm00001d031809_T001.1"	
GDQC-12480	"Zm00001d031811_T001.1"	
GDQC-9686	"Zm00001d031813_T001.1"	
GDQC-10274	"Zm00001d031814_T001.1"	
GDQC-14815	"Zm00001d031815_T001.1"	
GDQC-13649	"Zm00001d031839_T001.1"	
GDQC-10285	"Zm00001d031845_T001.1"	
GDQC-13517	"Zm00001d031854_T001.1"	
GDQC-12959	"Zm00001d031855_T001.1"	
GDQC-10687	"Zm00001d031856_T002.1"	
GDQC-11210	"Zm00001d031860_T002.1"	
GDQC-9872	"Zm00001d031871_T001.1"	
GDQC-15113	"Zm00001d031872_T001.1"	
GDQC-7878	"Zm00001d031875_T001.1"	
GDQC-11826	"Zm00001d031893_T001.1"	
G-61	"Zm00001d031899_T002.1"	"GRMZM2G129513_T01"
GDQC-14843	"Zm00001d031908_T001.1"	
GDQC-10934	"Zm00001d031926_T001.1"	
GDQC-14017	"Zm00001d031929_T005.1"	
GDQC-9763	"Zm00001d031930_T001.1"	
GDQC-12926	"Zm00001d031934_T001.1"	
GDQC-12325	"Zm00001d031940_T001.1"	
GDQC-7844	"Zm00001d031958_T001.1"	
GDQC-10291	"Zm00001d031959_T001.1"	
GDQC-10413	"Zm00001d031963_T001.1"	
GDQC-7757	"Zm00001d031970_T001.1"	
GDQC-9008	"Zm00001d031973_T001.1"	
GDQC-10140	"Zm00001d031975_T001.1"	
GDQC-14768	"Zm00001d031979_T001.1"	
GDQC-12308	"Zm00001d031993_T001.1"	
GDQC-10907	"Zm00001d031995_T003.1"	
GDQC-9867	"Zm00001d031997_T001.1"	
GDQC-10365	"Zm00001d032022_T003.1"	
GDQC-12205	"Zm00001d032035_T001.1"	
GDQC-10392	"Zm00001d032036_T001.1"	
GDQC-10550	"Zm00001d032042_T001.1"	
GDQC-9971	"Zm00001d032045_T001.1"	
GDQC-110818	"Zm00001d032046_T002.1"	"GRMZM2G348452_T01"
GDQC-106317	"Zm00001d032049_T002.1"	"GRMZM2G148281_T01"
GDQC-11206	"Zm00001d032060_T001.1"	
GDQC-12553	"Zm00001d032079_T001.1"	
GDQC-14115	"Zm00001d032083_T001.1"	
GDQC-12875	"Zm00001d032085_T001.1"	
GDQC-9942	"Zm00001d032090_T001.1"	
GDQC-14356	"Zm00001d032100_T003.1"	
GDQC-8138	"Zm00001d032103_T001.1"	
GDQC-10474	"Zm00001d032107_T001.1"	
GDQC-8074	"Zm00001d032114_T001.1"	
GDQC-9285	"Zm00001d032117_T001.1"	
GDQC-13295	"Zm00001d032118_T001.1"	
GDQC-8876	"Zm00001d032148_T001.1"	
GDQC-105652	"Zm00001d032152_T001.1"	"GRMZM2G131205_T01"
GDQC-9670	"Zm00001d032156_T003.1"	
GDQC-11719	"Zm00001d032159_T001.1"	
GDQC-10414	"Zm00001d032160_T001.1"	
GDQC-13281	"Zm00001d032172_T004.1"	
GDQC-13039	"Zm00001d032173_T001.1"	
GDQC-12038	"Zm00001d032180_T001.1"	
GDQC-8794	"Zm00001d032184_T003.1"	
GDQC-11451	"Zm00001d032187_T001.1"	
GDQC-9652	"Zm00001d032188_T001.1"	
GDQC-11440	"Zm00001d032190_T009.1"	
GDQC-11389	"Zm00001d032201_T001.1"	
GDQC-10863	"Zm00001d032214_T001.1"	
GDQC-15045	"Zm00001d032215_T001.1"	
GDQC-10658	"Zm00001d032220_T002.1"	
GDQC-12984	"Zm00001d032222_T001.1"	
GDQC-11590	"Zm00001d032223_T001.1"	
GDQC-14717	"Zm00001d032224_T001.1"	
GDQC-14819	"Zm00001d032230_T001.1"	
GDQC-8303	"Zm00001d032238_T001.1"	
GDQC-14430	"Zm00001d032253_T003.1"	
GDQC-10282	"Zm00001d032257_T001.1"	
GDQC-11205	"Zm00001d032261_T006.1"	
GDQC-13359	"Zm00001d032267_T003.1"	
GDQC-14990	"Zm00001d032271_T001.1"	
GDQC-13440	"Zm00001d032279_T005.1"	
GDQC-12821	"Zm00001d032284_T001.1"	
GDQC-10459	"Zm00001d032297_T001.1"	
GDQC-9383	"Zm00001d032298_T002.1"	
GDQC-14812	"Zm00001d032299_T001.1"	
GDQC-13032	"Zm00001d032311_T005.1"	
GDQC-12699	"Zm00001d032327_T001.1"	
GDQC-12020	"Zm00001d032330_T001.1"	
GDQC-12765	"Zm00001d032332_T001.1"	
GDQC-7883	"Zm00001d032333_T004.1"	
GDQC-10384	"Zm00001d032334_T002.1"	
GDQC-8175	"Zm00001d032345_T001.1"	
GDQC-14387	"Zm00001d032346_T002.1"	
GDQC-14518	"Zm00001d032371_T003.1"	
GDQC-10338	"Zm00001d032379_T002.1"	
GDQC-11289	"Zm00001d032385_T001.1"	
GDQC-11891	"Zm00001d032386_T007.1"	
GDQC-12283	"Zm00001d032387_T001.1"	
GDQC-13737	"Zm00001d032405_T001.1"	
GDQC-12880	"Zm00001d032406_T001.1"	
GDQC-11514	"Zm00001d032407_T001.1"	
GDQC-7813	"Zm00001d032432_T001.1"	
GDQC-13915	"Zm00001d032449_T003.1"	
GDQC-12437	"Zm00001d032452_T001.1"	
GDQC-14686	"Zm00001d032455_T002.1"	
GDQC-14759	"Zm00001d032458_T001.1"	
GDQC-9888	"Zm00001d032459_T001.1"	
GDQC-12247	"Zm00001d032467_T001.1"	
GDQC-12933	"Zm00001d032468_T001.1"	
GDQC-10205	"Zm00001d032474_T001.1"	
GDQC-7740	"Zm00001d032495_T001.1"	
GDQC-9681	"Zm00001d032504_T001.1"	
GDQC-8408	"Zm00001d032521_T004.1"	
GDQC-12931	"Zm00001d032527_T001.1"	
GDQC-13387	"Zm00001d032529_T001.1"	
GDQC-7788	"Zm00001d032532_T001.1"	
GDQC-10273	"Zm00001d032539_T001.1"	
GDQC-11513	"Zm00001d032540_T006.1"	
GDQC-14652	"Zm00001d032546_T001.1"	
GDQC-15102	"Zm00001d032548_T001.1"	
GDQC-15055	"Zm00001d032556_T001.1"	
GDQC-12544	"Zm00001d032570_T002.1"	
GDQC-14438	"Zm00001d032573_T001.1"	
GDQC-9911	"Zm00001d032576_T001.1"	
GDQC-13325	"Zm00001d032577_T001.1"	
GDQC-8096	"Zm00001d032588_T005.1"	
GDQC-10999	"Zm00001d032601_T002.1"	
GDQC-11674	"Zm00001d032605_T002.1"	
GDQC-8391	"Zm00001d032608_T001.1"	
GDQC-9225	"Zm00001d032612_T001.1"	
GDQC-11686	"Zm00001d032637_T029.1"	
GDQC-14956	"Zm00001d032651_T001.1"	
GDQC-11202	"Zm00001d032662_T001.1"	
GDQC-12745	"Zm00001d032664_T001.1"	
GDQC-10280	"Zm00001d032677_T001.1"	
GDQC-14870	"Zm00001d032695_T001.1"	
GDQC-13312	"Zm00001d032703_T005.1"	
GDQC-11101	"Zm00001d032719_T001.1"	
GDQC-12715	"Zm00001d032721_T001.1"	
GDQC-10115	"Zm00001d032725_T001.1"	
GDQC-9853	"Zm00001d032728_T001.1"	
GDQC-12570	"Zm00001d032729_T001.1"	
GDQC-9237	"Zm00001d032730_T002.1"	
GDQC-7701	"Zm00001d032736_T001.1"	
GDQC-9376	"Zm00001d032776_T002.1"	
GDQC-13290	"Zm00001d032788_T001.1"	
GDQC-9999	"Zm00001d032791_T001.1"	
GDQC-8597	"Zm00001d032792_T001.1"	
GDQC-13822	"Zm00001d032794_T001.1"	
GDQC-10136	"Zm00001d032795_T001.1"	
GDQC-13611	"Zm00001d032797_T001.1"	
GDQC-8089	"Zm00001d032806_T001.1"	
GDQC-14507	"Zm00001d032815_T011.1"	
GDQC-10649	"Zm00001d032850_T001.1"	
GDQC-8262	"Zm00001d032854_T001.1"	
GDQC-11335	"Zm00001d032855_T012.1"	
GDQC-9453	"Zm00001d032858_T001.1"	
GDQC-8286	"Zm00001d032859_T003.1"	
GDQC-10991	"Zm00001d032866_T001.1"	
GDQC-9820	"Zm00001d032867_T002.1"	
GDQC-12499	"Zm00001d032878_T001.1"	
GDQC-9648	"Zm00001d032888_T001.1"	
GDQC-15160	"Zm00001d032894_T001.1"	
GDQC-9651	"Zm00001d032897_T001.1"	
GDQC-11675	"Zm00001d032907_T001.1"	
GDQC-10758	"Zm00001d032909_T001.1"	
GDQC-11473	"Zm00001d032915_T001.1"	
GDQC-10640	"Zm00001d032921_T001.1"	
GDQC-7915	"Zm00001d032925_T001.1"	
GDQC-10052	"Zm00001d032926_T001.1"	
GDQC-14925	"Zm00001d032935_T006.1"	
GDQC-11244	"Zm00001d032946_T001.1"	
GDQC-11961	"Zm00001d032947_T001.1"	
GDQC-14820	"Zm00001d032948_T001.1"	
GDQC-10726	"Zm00001d032950_T002.1"	
GDQC-10861	"Zm00001d032957_T001.1"	
GDQC-111913	"Zm00001d032961_T003.1"	"GRMZM2G081554_T01"
GDQC-9169	"Zm00001d032964_T002.1"	
GDQC-15029	"Zm00001d032968_T003.1"	
GDQC-13981	"Zm00001d032969_T001.1"	
GDQC-14182	"Zm00001d032973_T001.1"	
GDQC-9837	"Zm00001d032974_T003.1"	
GDQC-14082	"Zm00001d032980_T001.1"	
GDQC-9049	"Zm00001d032982_T001.1"	
GDQC-10679	"Zm00001d032984_T001.1"	
GDQC-12438	"Zm00001d032992_T001.1"	
GDQC-12158	"Zm00001d032994_T002.1"	
GDQC-13997	"Zm00001d033002_T001.1"	
GDQC-10556	"Zm00001d033007_T001.1"	
GDQC-11459	"Zm00001d033018_T001.1"	
GDQC-10591	"Zm00001d033020_T001.1"	
GDQC-11819	"Zm00001d033024_T001.1"	
GDQC-9521	"Zm00001d033026_T001.1"	
GDQC-12053	"Zm00001d033029_T001.1"	
GDQC-11737	"Zm00001d033030_T001.1"	
GDQC-7779	"Zm00001d033044_T001.1"	
GDQC-9464	"Zm00001d033055_T001.1"	
GDQC-14425	"Zm00001d033056_T001.1"	
GDQC-15021	"Zm00001d033072_T001.1"	
GDQC-10434	"Zm00001d033078_T001.1"	
GDQC-10389	"Zm00001d033079_T001.1"	
GDQC-9355	"Zm00001d033087_T001.1"	
GDQC-10749	"Zm00001d033100_T001.1"	
GDQC-10694	"Zm00001d033101_T001.1"	
GDQC-15022	"Zm00001d033108_T007.1"	
GDQC-12110	"Zm00001d033110_T001.1"	
GDQC-9838	"Zm00001d033116_T001.1"	
GDQC-14521	"Zm00001d033139_T001.1"	
GDQC-14046	"Zm00001d033142_T001.1"	
GDQC-12168	"Zm00001d033144_T001.1"	
GDQC-9370	"Zm00001d033152_T001.1"	
GDQC-11809	"Zm00001d033160_T001.1"	
GDQC-13486	"Zm00001d033174_T001.1"	
GDQC-12066	"Zm00001d033177_T001.1"	
GDQC-107727	"Zm00001d033180_T001.1"	"GRMZM2G103773_T01"
GDQC-10165	"Zm00001d033181_T001.1"	
GDQC-13698	"Zm00001d033187_T001.1"	
GDQC-7673	"Zm00001d033188_T001.1"	
GDQC-11305	"Zm00001d033212_T001.1"	
GDQC-110224	"Zm00001d033222_T001.1"	"GRMZM2G014392_T01"
GDQC-13395	"Zm00001d033225_T002.1"	
GDQC-14338	"Zm00001d033228_T002.1"	
GDQC-8259	"Zm00001d033237_T001.1"	
GDQC-10892	"Zm00001d033254_T001.1"	
GDQC-14136	"Zm00001d033256_T001.1"	
GDQC-9149	"Zm00001d033257_T001.1"	
GDQC-9043	"Zm00001d033259_T002.1"	
GDQC-9435	"Zm00001d033286_T001.1"	
GDQC-14467	"Zm00001d033300_T001.1"	
GDQC-12394	"Zm00001d033320_T002.1"	
GDQC-14080	"Zm00001d033327_T001.1"	
GDQC-12863	"Zm00001d033328_T001.1"	
GDQC-9564	"Zm00001d033334_T001.1"	
GDQC-9112	"Zm00001d033377_T001.1"	
GDQC-13382	"Zm00001d033383_T002.1"	
GDQC-11619	"Zm00001d033385_T001.1"	
GDQC-8490	"Zm00001d033399_T001.1"	
GDQC-12678	"Zm00001d033405_T003.1"	
GDQC-10665	"Zm00001d033408_T002.1"	
GDQC-13372	"Zm00001d033409_T002.1"	
GDQC-9538	"Zm00001d033421_T001.1"	
GDQC-11233	"Zm00001d033424_T001.1"	
GDQC-14026	"Zm00001d033426_T001.1"	
GDQC-10607	"Zm00001d033446_T001.1"	
GDQC-9235	"Zm00001d033451_T004.1"	
GDQC-14224	"Zm00001d033457_T001.1"	
GDQC-13348	"Zm00001d033468_T001.1"	
GDQC-12913	"Zm00001d033470_T001.1"	
GDQC-11163	"Zm00001d033480_T002.1"	
GDQC-14469	"Zm00001d033487_T001.1"	
GDQC-9577	"Zm00001d033489_T001.1"	
GDQC-11846	"Zm00001d033490_T002.1"	
GDQC-9423	"Zm00001d033496_T001.1"	
GDQC-11541	"Zm00001d033499_T001.1"	
GDQC-12753	"Zm00001d033514_T001.1"	
GDQC-12577	"Zm00001d033516_T002.1"	
